Year,Tag File,NFish,Tag ID,SpRRT,Length,Mark Site,Release Site,Total RKM,Release Date,Obs Site,Obs Time,Stage,Travel Days,NotFirst,Min Time,Max Time,Location Days
2016,JCL13330.WST,49,3D9.1C2E02CA81,11W,109,WARMSR,WARMSR,464,2013-11-26,WSH,2016-05-30 17:09:11,A ,916.28,,2016-05-30 17:09:11,2016-06-01 16:34:39,1.98
2016,JCL13292.WST,6,3D9.1C2DE73DDE,11W,90,WARMSR,WARMSR,464,2013-10-19,WSH,2016-06-05 13:44:54,A ,960.09,,2016-06-05 13:44:54,2016-06-05 13:44:54,0.00
2016,JCL13295.WST,10,3D9.1C2DE85443,11W,96,WARMSR,WARMSR,464,2013-10-22,WSH,2016-06-13 04:43:55,A ,964.76,,2016-06-13 04:43:55,2016-06-13 04:43:56,0.00
2016,JCL13299.WST,10,3D9.1C2DE70BDA,11W,89,WARMSR,WARMSR,464,2013-10-26,WSH,2016-06-13 14:11:08,A ,961.07,,2016-06-13 14:11:08,2016-06-13 15:45:19,0.07
2016,WSF16129.WSH,26,3DD.007787617A,11W,131,WARMSR,WARMSR,464,2016-05-08,WSH,2016-09-16 21:58:33,A ,131.21,,2016-09-16 21:58:33,2016-09-17 11:05:38,0.55
2016,JCL-2015-121-WSH.XML,7,3DD.00773B2D32,11W,119,WARMSR,WARMSR,481,2015-05-01,WSH,2016-10-08 07:46:26,A ,525.91,,2016-10-08 07:46:26,2016-10-08 11:56:19,0.17
2016,JCL-2014-329-WSH.XML,117,3DD.00773B0325,11W,120,WARMSR,WARMSR,481,2014-11-25,WSH,2016-10-11 12:31:14,A ,686.04,,2016-10-11 12:31:14,2016-10-17 14:43:24,6.09
2016,JCL-2015-112-WST.XML,16,3DD.00773B242C,11W,131,WARMSR,WARMSR,464,2015-04-22,WSH,2016-10-12 06:38:27,A ,538.80,,2016-10-12 06:38:27,2016-10-12 09:58:31,0.14
2016,JCL15113.WST,33,3DD.00773AFE23,11W,125,WARMSR,WARMSR,464,2015-04-23,WSH,2016-10-14 15:01:12,A ,540.21,,2016-10-14 15:01:12,2016-10-14 16:50:59,0.08
2016,JCL15113.WST,33,3DD.00773A431D,11W,129,WARMSR,WARMSR,464,2015-04-23,WSH,2016-10-16 23:19:41,A ,542.56,,2016-10-16 23:19:41,2016-10-16 23:20:50,0.00
