Year,Tag File,NFish,Tag ID,SpRRT,Length,Mark Site,Release Site,Total RKM,Release Date,Obs Site,Obs Time,Stage,Travel Days,NotFirst,Min Time,Max Time,Location Days
2016,HRP15308.RBT,5009,3DD.0077808AB4,11H,,ROBU,PELTON,489,2016-04-15,WSR,2016-08-07 20:47:11,A ,114.53,,2016-08-07 20:47:11,2016-08-07 20:47:11,0.00
2016,HRP15308.RBT,5009,3DD.00778028A0,11H,,ROBU,PELTON,489,2016-04-15,WSR,2016-08-31 22:42:25,A ,138.61,,2016-08-31 22:42:25,2016-08-31 22:42:25,0.00
2016,JCL13333.WST,83,3D9.1C2E04A482,11W,109,WARMSR,WARMSR,464,2013-11-29,WSR,2016-05-05 20:03:11,A ,888.28,,2016-05-05 20:03:11,2016-05-05 20:03:11,0.00
2016,JCL13333.WST,83,3D9.1C2E03AE1D,11W,107,WARMSR,WARMSR,464,2013-11-29,WSR,2016-05-26 18:50:46,A ,909.23,,2016-05-26 18:50:46,2016-06-02 13:15:51,6.77
2016,JCL14064.WST,18,3D9.1C2E0452CE,11W,135,WARMSR,WARMSR,464,2014-03-05,WSR,2016-05-27 03:39:40,A ,813.72,,2016-05-27 03:39:40,2016-06-26 11:03:03,30.31
2016,JCL13330.WST,49,3D9.1C2E02CA81,11W,109,WARMSR,WARMSR,464,2013-11-26,WSR,2016-05-28 06:05:16,A ,913.82,,2016-05-28 06:05:16,2016-05-28 06:05:16,0.00
2016,JCL13292.WST,6,3D9.1C2DE73DDE,11W,90,WARMSR,WARMSR,464,2013-10-19,WSR,2016-06-02 02:49:49,A ,956.64,,2016-06-02 02:49:49,2016-06-02 02:49:49,0.00
2016,JCL13299.WST,10,3D9.1C2DE70BDA,11W,89,WARMSR,WARMSR,464,2013-10-26,WSR,2016-06-09 22:17:38,A ,957.41,,2016-06-09 22:17:38,2016-06-09 22:17:38,0.00
2016,JCL13295.WST,10,3D9.1C2DE85443,11W,96,WARMSR,WARMSR,464,2013-10-22,WSR,2016-06-11 02:59:57,A ,962.69,,2016-06-11 02:59:57,2016-06-11 02:59:57,0.00
2016,JCL13315.WST,15,3D9.1C2E03A3E2,11W,86,WARMSR,WARMSR,464,2013-11-11,WSR,2016-06-16 22:24:06,A ,948.45,,2016-06-16 22:24:06,2016-06-16 22:24:06,0.00
2016,WSF16129.WSH,26,3DD.007787617A,11W,131,WARMSR,WARMSR,464,2016-05-08,WSR,2016-09-14 19:27:35,A ,129.11,,2016-09-14 19:27:35,2016-09-14 19:27:35,0.00
2016,JCL-2015-110-WSH.XML,29,3DD.00773BB239,11W,122,WARMSR,WARMSR,481,2015-04-20,WSR,2016-09-19 01:15:32,A ,517.55,,2016-09-19 01:15:32,2016-09-19 01:15:32,0.00
2016,JCL-2015-112-WST.XML,16,3DD.00773B242C,11W,131,WARMSR,WARMSR,464,2015-04-22,WSR,2016-09-21 20:43:41,A ,518.39,,2016-09-21 20:43:41,2016-09-21 20:43:46,0.00
2016,JCL-2015-121-WSH.XML,7,3DD.00773B2D32,11W,119,WARMSR,WARMSR,481,2015-05-01,WSR,2016-09-24 23:36:31,A ,512.57,,2016-09-24 23:36:31,2016-09-24 23:36:32,0.00
2016,JCL15111.WST,15,3D9.1C2E03C727,11W,126,WARMSR,WARMSR,464,2015-04-21,WSR,2016-09-26 20:25:21,A ,524.39,,2016-09-26 20:25:21,2016-09-26 20:25:22,0.00
2016,JCL-2015-102-WSH.XML,29,3DD.00773AA9B5,11W,122,WARMSR,WARMSR,481,2015-04-12,WSR,2016-09-29 20:42:40,A ,536.37,,2016-09-29 20:42:40,2016-09-29 20:42:41,0.00
2016,WSF16110.WST,11,3DD.00778EDEA1,11W,115,WARMSR,WARMSR,464,2016-04-19,WSR,2016-10-03 18:51:07,A ,167.26,,2016-10-03 18:51:07,2016-10-03 18:51:09,0.00
2016,JCL-2015-112-WST.XML,16,3DD.00773AB9C2,11W,126,WARMSR,WARMSR,464,2015-04-22,WSR,2016-10-04 02:21:10,A ,530.63,,2016-10-04 02:21:10,2016-10-04 02:21:11,0.00
2016,JCL-2015-092-WSH.XML,28,3DD.00773A6899,11W,119,WARMSR,WARMSR,464,2015-04-02,WSR,2016-10-04 03:42:50,A ,550.62,,2016-10-04 03:42:50,2016-10-04 03:42:57,0.00
2016,WSF16097.WSH,20,3DD.00778E81F6,11W,107,WARMSR,WARMSR,464,2016-04-06,WSR,2016-10-04 18:36:08,A ,181.25,,2016-10-04 18:36:08,2016-10-04 18:36:13,0.00
2016,JCL15113.WST,33,3DD.00773AFE23,11W,125,WARMSR,WARMSR,464,2015-04-23,WSR,2016-10-05 19:25:42,A ,531.39,,2016-10-05 19:25:42,2016-10-08 20:55:00,3.06
2016,JCL15113.WST,33,3DD.00773A431D,11W,129,WARMSR,WARMSR,464,2015-04-23,WSR,2016-10-07 00:49:16,A ,532.62,,2016-10-07 00:49:16,2016-10-07 00:49:16,0.00
2016,JCL-2014-329-WSH.XML,117,3DD.00773B0325,11W,120,WARMSR,WARMSR,481,2014-11-25,WSR,2016-10-08 04:32:09,A ,682.71,,2016-10-08 04:32:09,2016-10-08 04:32:11,0.00
2016,JCL-2015-109-WSH.XML,32,3DD.00773AF9FD,11W,125,WARMSR,WARMSR,481,2015-04-19,WSR,2016-10-09 19:20:53,A ,539.22,,2016-10-09 19:20:53,2016-10-09 19:21:02,0.00
2016,JCL-2015-114-WSH.XML,15,3DD.00773AD9CC,11W,121,WARMSR,WARMSR,481,2015-04-24,WSR,2016-10-09 20:58:10,A ,534.42,,2016-10-09 20:58:10,2016-10-09 20:58:12,0.00
2016,JCL15140.WST,5,3DD.007750B93D,11W,110,WARMSR,WARMSR,464,2015-05-20,WSR,2016-10-17 18:04:11,A ,516.18,,2016-10-17 18:04:11,2016-10-17 18:04:11,0.00
2016,WSF16286.WSH,40,3DD.00778BD268,11W,780,WARMSR,WARMSR,464,2016-10-12,WSR,2016-10-18 20:10:51,A ,6.37,,2016-10-18 20:10:51,2016-10-18 20:10:51,0.00
2016,JCL-2015-120-WST.XML,19,3DD.00773B12AA,11W,111,WARMSR,WARMSR,464,2015-04-30,WSR,2016-10-21 09:47:26,A ,539.96,,2016-10-21 09:47:26,2016-10-21 09:47:26,0.00
2016,JCL15115.WST,10,3DD.00773A4D0D,11W,142,WARMSR,WARMSR,464,2015-04-25,WSR,2016-10-21 17:13:44,A ,545.16,,2016-10-21 17:13:44,2016-10-21 17:13:44,0.00
2016,WSF16133.WSH,24,3DD.00778E2395,11W,133,WARMSR,WARMSR,463,2016-05-12,WSR,2016-10-26 04:45:23,A ,166.78,,2016-10-26 04:45:23,2016-10-26 04:45:23,0.00
2016,JCL15108.WST,31,3DD.00773A95E5,11W,134,WARMSR,WARMSR,464,2015-04-18,WSR,2016-11-05 21:03:37,A ,567.34,,2016-11-05 21:03:37,2016-11-05 21:03:39,0.00
2016,WSF16322.WST,174,3DD.00778A8769,11W,1008,WARMSR,WARMSR,464,2016-11-17,WSR,2016-11-18 03:07:57,A ,0.69,,2016-11-18 03:07:57,2016-11-18 03:07:57,0.00
2016,JAR14028.WS3,2776,3DD.00773EDAF0,11H,,WSPH,WSPH,479,2014-04-03,WSR,2016-04-30 19:58:30,A ,758.29,,2016-04-30 19:58:30,2016-04-30 19:58:30,0.00
2016,JAR14028.WS4,2686,3DD.0077455DC9,11H,,WSPH,WSPH,479,2014-04-03,WSR,2016-05-02 03:02:26,A ,759.59,,2016-05-02 03:02:26,2016-05-02 03:02:26,0.00
2016,JAR14027.WS2,2678,3DD.00774E8682,11H,,WSPH,WSPH,479,2014-04-03,WSR,2016-05-03 05:42:32,A ,760.70,,2016-05-03 05:42:32,2016-05-03 05:42:32,0.00
2016,JAR14027.WS2,2678,3DD.00774ADF48,11H,,WSPH,WSPH,479,2014-04-03,WSR,2016-05-04 01:51:05,A ,761.54,,2016-05-04 01:51:05,2016-05-04 01:51:06,0.00
2016,JAR14028.WS3,2776,3DD.00773D6015,11H,,WSPH,WSPH,479,2014-04-03,WSR,2016-05-07 20:08:51,A ,765.30,,2016-05-07 20:08:51,2016-05-07 20:08:51,0.00
2016,JAR14027.WS2,2678,3DD.0077479749,11H,,WSPH,WSPH,479,2014-04-03,WSR,2016-05-08 19:56:00,A ,766.29,,2016-05-08 19:56:00,2016-05-08 19:56:01,0.00
2016,JAR14028.WS4,2686,3DD.007744B073,11H,,WSPH,WSPH,479,2014-04-03,WSR,2016-05-09 20:46:11,A ,767.32,,2016-05-09 20:46:11,2016-05-09 20:46:11,0.00
2016,JAR-2014-091-MAK.XML,80,3D9.1C2C60E907,11H,,WSPH,WSPH,479,2014-04-03,WSR,2016-05-10 01:22:02,A ,767.52,,2016-05-10 01:22:02,2016-05-10 01:33:55,0.01
2016,JAR14028.WS3,2776,3DD.00773F35FC,11H,,WSPH,WSPH,479,2014-04-03,WSR,2016-05-10 20:50:28,A ,768.33,,2016-05-10 20:50:28,2016-05-10 20:54:10,0.00
2016,JAR14027.WS2,2678,3DD.007745AEFC,11H,114,WSPH,WSPH,479,2014-04-03,WSR,2016-05-12 01:57:36,A ,769.54,,2016-05-12 01:57:36,2016-05-12 01:57:37,0.00
2016,JAR14027.WS2,2678,3DD.00773FF6BF,11H,,WSPH,WSPH,479,2014-04-03,WSR,2016-05-12 04:44:28,A ,769.66,,2016-05-12 04:44:28,2016-05-12 04:44:28,0.00
2016,JAR14027.WS2,2678,3DD.00774C9365,11H,,WSPH,WSPH,479,2014-04-03,WSR,2016-05-12 12:08:02,A ,769.96,,2016-05-12 12:08:02,2016-05-12 12:08:02,0.00
2016,JAR14027.WS2,2678,3DD.0077401C0D,11H,,WSPH,WSPH,479,2014-04-03,WSR,2016-05-12 22:09:18,A ,770.38,,2016-05-12 22:09:18,2016-05-12 22:09:18,0.00
2016,JAR14027.WS1,2768,3DD.007748923E,11H,,WSPH,WSPH,479,2014-04-03,WSR,2016-05-12 23:11:25,A ,770.42,,2016-05-12 23:11:25,2016-05-12 23:11:25,0.00
2016,JAR14027.WS2,2678,3DD.00774E777B,11H,,WSPH,WSPH,479,2014-04-03,WSR,2016-05-12 23:19:48,A ,770.43,,2016-05-12 23:19:48,2016-05-12 23:19:48,0.00
2016,JAR14028.WS5,2256,3DD.00773BADE1,11H,,WSPH,WSPH,479,2014-04-02,WSR,2016-05-13 01:24:47,A ,771.52,,2016-05-13 01:24:47,2016-05-13 01:24:47,0.00
2016,JAR14028.WS4,2686,3DD.007749B06F,11H,,WSPH,WSPH,479,2014-04-03,WSR,2016-05-14 02:10:40,A ,771.55,,2016-05-14 02:10:40,2016-05-14 02:10:48,0.00
2016,JAR14028.WS3,2776,3DD.00773AFBB8,11H,,WSPH,WSPH,479,2014-04-03,WSR,2016-05-14 03:15:53,A ,771.59,,2016-05-14 03:15:53,2016-07-27 08:09:57,74.20
2016,JAR14028.WS6,1654,3DD.0077449E0E,11H,,WSPH,WSPH,479,2014-04-02,WSR,2016-05-14 04:16:50,A ,772.64,,2016-05-14 04:16:50,2016-05-14 04:16:50,0.00
2016,JAR14028.WS6,1654,3DD.00774D93B5,11H,128,WSPH,WSPH,479,2014-04-02,WSR,2016-05-15 20:05:44,A ,774.30,,2016-05-15 20:05:44,2016-05-15 20:05:44,0.00
2016,JAR13037.WS3,4175,3D9.1C2DF24BE4,11H,,WSPH,WSPH,479,2013-04-01,WSR,2016-05-15 20:24:45,A ,1140.48,,2016-05-15 20:24:45,2016-05-15 20:24:45,0.00
2016,JAR14028.WS3,2776,3DD.007740678C,11H,,WSPH,WSPH,479,2014-04-03,WSR,2016-05-16 00:46:10,A ,773.49,,2016-05-16 00:46:10,2016-05-16 00:46:10,0.00
2016,JAR14027.WS2,2678,3DD.0077483A2B,11H,,WSPH,WSPH,479,2014-04-03,WSR,2016-05-16 01:36:27,A ,773.53,,2016-05-16 01:36:27,2016-07-07 09:25:32,52.33
2016,JAR14027.WS1,2768,3DD.0077450EED,11H,,WSPH,WSPH,479,2014-04-03,WSR,2016-05-16 15:33:59,A ,774.11,,2016-05-16 15:33:59,2016-05-16 15:33:59,0.00
2016,JAR14027.WS2,2678,3DD.007747F059,11H,,WSPH,WSPH,479,2014-04-03,WSR,2016-05-16 20:10:47,A ,774.30,,2016-05-16 20:10:47,2016-05-19 01:26:49,2.22
2016,JAR14028.WS4,2686,3DD.007744CE2F,11H,109,WSPH,WSPH,479,2014-04-03,WSR,2016-05-17 20:00:12,A ,775.29,,2016-05-17 20:00:12,2016-05-17 20:00:12,0.00
2016,JAR14027.WS2,2678,3DD.0077486924,11H,,WSPH,WSPH,479,2014-04-03,WSR,2016-05-17 21:41:53,A ,775.36,,2016-05-17 21:41:53,2016-05-17 21:41:53,0.00
2016,JAR14027.WS1,2768,3DD.00774793E3,11H,,WSPH,WSPH,479,2014-04-03,WSR,2016-05-18 20:05:55,A ,776.30,,2016-05-18 20:05:55,2016-05-18 20:07:38,0.00
2016,JAR14027.WS1,2768,3DD.00773E8F57,11H,,WSPH,WSPH,479,2014-04-03,WSR,2016-05-19 01:41:53,A ,776.53,,2016-05-19 01:41:53,2016-06-22 21:22:00,34.82
2016,JAR14027.WS2,2678,3DD.007746CF4C,11H,102,WSPH,WSPH,479,2014-04-03,WSR,2016-05-19 17:50:28,A ,777.20,,2016-05-19 17:50:28,2016-05-19 17:50:28,0.00
2016,JAR14028.WS5,2256,3DD.00773A1B17,11H,,WSPH,WSPH,479,2014-04-02,WSR,2016-05-19 20:33:41,A ,778.32,,2016-05-19 20:33:41,2016-05-19 20:33:41,0.00
2016,JAR14028.WS3,2776,3DD.0077398A96,11H,,WSPH,WSPH,479,2014-04-03,WSR,2016-05-20 04:59:34,A ,777.67,,2016-05-20 04:59:34,2016-05-20 04:59:34,0.00
2016,JAR14028.WS5,2256,3DD.00774B491F,11H,,WSPH,WSPH,479,2014-04-02,WSR,2016-05-20 22:14:46,A ,779.39,,2016-05-20 22:14:46,2016-05-20 22:14:46,0.00
2016,JAR14028.WS5,2256,3DD.00774971AB,11H,,WSPH,WSPH,479,2014-04-02,WSR,2016-05-20 22:44:30,A ,779.41,,2016-05-20 22:44:30,2016-05-21 20:30:54,0.91
2016,JAR14028.WS3,2776,3DD.0077491647,11H,,WSPH,WSPH,479,2014-04-03,WSR,2016-05-21 00:32:55,A ,778.48,,2016-05-21 00:32:55,2016-05-21 00:32:55,0.00
2016,JAR14028.WS6,1654,3DD.007740609B,11H,,WSPH,WSPH,479,2014-04-02,WSR,2016-05-21 00:35:26,A ,779.48,,2016-05-21 00:35:26,2016-05-21 00:35:26,0.00
2016,JAR14028.WS3,2776,3DD.00773FA59A,11H,,WSPH,WSPH,479,2014-04-03,WSR,2016-05-21 20:04:34,A ,779.29,,2016-05-21 20:04:34,2016-07-06 18:19:28,45.93
2016,JAR14027.WS2,2678,3DD.0077415245,11H,133,WSPH,WSPH,479,2014-04-03,WSR,2016-05-22 00:38:28,A ,779.49,,2016-05-22 00:38:28,2016-05-22 00:38:28,0.00
2016,JAR14028.WS5,2256,3DD.0077453AF3,11H,,WSPH,WSPH,479,2014-04-02,WSR,2016-05-22 02:40:52,A ,780.57,,2016-05-22 02:40:52,2016-05-23 23:21:24,1.86
2016,JAR14027.WS2,2678,3DD.00773CEAF0,11H,,WSPH,WSPH,479,2014-04-03,WSR,2016-05-23 04:22:55,A ,780.64,,2016-05-23 04:22:55,2016-06-28 13:52:23,36.40
2016,JAR14027.WS2,2678,3DD.00774F2CFD,11H,,WSPH,WSPH,479,2014-04-03,WSR,2016-05-23 14:54:01,A ,781.08,,2016-05-23 14:54:01,2016-05-23 14:54:01,0.00
2016,JAR14027.WS2,2678,3DD.007748BA4F,11H,,WSPH,WSPH,479,2014-04-03,WSR,2016-05-23 16:04:34,A ,781.13,,2016-05-23 16:04:34,2016-05-23 16:04:34,0.00
